Actors,Comment,CountryOrRegion,Direction,Last,MovieTypes,OriginalTitle,Rank,Score,ScreenWriter,Title,Url,Votes,Year
三船敏郎 千秋实 京町子 森雅之 志村乔,人生的N种可能性。,日本,黑泽明,88,剧情 悬疑 犯罪,羅生門,165,8.7,黑泽明 桥本忍 芥川龙之介,罗生门,https://movie.douban.com/subject/1291879/,119271,1950
佩曼·莫阿迪 蕾拉·哈塔米 萨瑞·巴亚特 沙哈布·侯赛尼 萨日娜·法哈蒂 梅里拉·扎雷伊 阿里-阿萨哈·萨哈巴齐 巴巴克·卡里米 吉米娅·侯赛伊妮 希尔·亚齐丹巴克什 萨哈巴努·佐哈多,只有有信仰的人才能说出事实真相。,伊朗   法国,阿斯哈·法哈蒂,123,剧情 家庭,جدایی نادر از سیمین,164,8.7,阿斯哈·法哈蒂,一次别离,https://movie.douban.com/subject/5964718/,127707,2011
桑德拉·布洛克 唐·钱德尔 马特·狄龙 布兰登·费舍 泰伦斯·霍华德 坦迪·牛顿 卢达克里斯 迈克尔·佩纳 珍妮弗·艾斯波西多 瑞恩·菲利普,天使与魔鬼的冲撞。,,保罗·哈吉斯,112,剧情 犯罪,Crash,163,8.6,保罗·哈吉斯 罗伯特·莫里斯克,撞车,https://movie.douban.com/subject/1388216/,169395,2004
凯特·温丝莱特 拉尔夫·费因斯 大卫·克劳斯 詹妮特·海因 苏珊娜·洛塔尔 Alissa Wilms 弗罗里安·巴西奥罗麦 弗里德里克·贝得勒支 马蒂亚斯·哈比希 Frieder Venus Marie-Anne Fliegel Hendrik Arnst Rainer Sellien 托尔斯滕·米凯利斯 Moritz Grove,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,美国   德国,史蒂芬·戴德利,124,剧情 爱情,The Reader,162,8.5,戴维·黑尔 本哈德·施林克,朗读者,https://movie.douban.com/subject/2213597/,271140,2008
达里奥·格兰迪内蒂 玛丽娅·玛努尔 莫妮卡·比利亚 丽塔·科尔泰塞 胡丽叶塔·泽尔贝伯格 凯撒·博尔东 莱昂纳多·斯巴拉格利亚 沃尔特·多纳多 里卡多·达林 南希·杜普拉 奥斯卡·马丁内兹 玛莉亚·奥内托 奥斯马·努涅斯 赫尔曼·德·席尔瓦 艾丽卡·里瓦斯 地亚哥·詹蒂莱 玛格丽塔·莫菲诺,始于荒诞，止于更荒诞。,阿根廷   西班牙,达米安·斯兹弗隆,122,剧情 喜剧 犯罪,Relatos salvajes,161,8.7,达米安·斯兹弗隆,荒蛮故事,https://movie.douban.com/subject/24750126/,126040,2014
杰里米·西奥伯德 亚历克斯·霍 露西·拉塞尔 约翰·诺兰 Dick Bradsell Gillian El-Kadi 詹妮弗·安格 Nicolas Carlotti Darren Ormandy 盖·格林威 Tassos Stevens Tristan Martin 瑞贝卡·詹姆斯 保罗·曼森 David Bovill,诺兰的牛逼来源于内心散发出的恐惧。,英国,克里斯托弗·诺兰,70,悬疑 惊悚 犯罪,Following,160,8.9,克里斯托弗·诺兰,追随,https://movie.douban.com/subject/1397546/,78662,1998
卡西·阿弗莱克 卢卡斯·赫奇斯 米歇尔·威廉姆斯 C·J·威尔逊 凯尔·钱德勒 卡拉·海沃德 格瑞辰·摩尔 泰特·多诺万 埃里卡·麦克德莫特 希瑟·伯恩斯 蜜西·雅格 斯蒂芬·亨德森 约什·汉密尔顿 卡罗琳·皮克曼 肖恩·菲茨吉本 肯尼思·洛纳根 利亚姆·麦克尼尔 马修·布罗德里克,我们都有权利不与自己的过去和解。,,肯尼思·洛纳根,137,剧情 家庭,Manchester by the Sea,159,8.6,肯尼思·洛纳根,海边的曼彻斯特,https://movie.douban.com/subject/25980443/,153362,2016
雷·罗马诺 约翰·雷吉扎莫 丹尼斯·利瑞 杰克·布莱克,松鼠才是角儿。,美国,卡洛斯·萨尔达尼亚 克里斯·韦奇,81,喜剧 动画 冒险,Ice Age,158,8.4,迈克尔·伯格  迈克尔·J·威尔森 彼得·阿克曼,冰川时代,https://movie.douban.com/subject/1291578/,260984,2002
本·卫肖 艾伦·瑞克曼 蕾切儿·哈伍德 达斯汀·霍夫曼 大卫·卡尔德 比吉特·米尼希迈尔 Carlos Gramaje 西恩·托马斯 佩里·米尔沃德 山姆·道格拉斯 卡罗莉内·赫尔富特 Carolina Vera Squella 莎拉·弗里斯蒂 科琳娜·哈弗奇 杰西卡·施瓦茨 杰罗姆·威利斯,一个单凭体香达到高潮的男人。,,汤姆·提克威,147,剧情 犯罪 奇幻,Perfume: The Story of a Murderer,157,8.4,安德鲁·伯金 贝尔恩德·艾辛格 汤姆·提克威,香水,https://movie.douban.com/subject/1760622/,267085,2006
亨利·托马斯 迪·沃伦斯 罗伯特·麦克纳夫顿 德鲁·巴里摩尔 彼德·考约特,生病的E.T.皮肤的颜色就像柿子饼。,美国,史蒂文·斯皮尔伯格,115,剧情 科幻,外星人 E.T.: The Extra-Terrestrial,207,8.5,梅丽莎·马西森,E.T.,https://movie.douban.com/subject/1294638/,146065,1982
拉尔夫·费因斯 克里斯汀·斯科特·托马斯 朱丽叶·比诺什 威廉·达福 科林·费尔斯 纳威恩·安德利维斯,"In memory, love lives forever...",美国   英国,安东尼·明格拉,162,剧情 爱情 战争,The English Patient,206,8.4,迈克尔·翁达杰 安东尼·明格拉,英国病人,https://movie.douban.com/subject/1291853/,168504,1996
杰克·吉伦哈尔 维拉·法米加 米歇尔·莫纳汉 杰弗里·怀特 拉塞尔·皮特斯 詹姆斯·A·伍兹 迈克尔·阿登 乔·柯布登  卡斯·安瓦尔,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,美国   加拿大,邓肯·琼斯,93,剧情 动作 科幻 惊悚 犯罪,Source Code,205,8.3,本·雷普利,源代码,https://movie.douban.com/subject/3075287/,392739,2011
约翰·特拉沃尔塔 尼古拉斯·凯奇 琼·艾伦 亚历桑德罗·尼沃拉 吉娜·格申 多米尼克·斯万 尼克·卡萨维茨 哈威·普雷斯内尔 科鲁姆·费奥瑞 约翰·卡洛·林奇 希·庞德 罗伯特·维斯多姆 赵牡丹 詹姆斯·丹顿 马特·罗斯 克里斯·鲍尔 迈尔斯·杰弗里 大卫·麦克库利 托马斯·简 汤米·弗拉纳根 达纳·史密斯 罗密·温莎 保罗•希普 柯克·鲍兹 劳伦·辛克莱尔 本·里德 丽莎·博伊尔 琳达·霍夫曼 丹尼·马斯特森 迈克尔·罗查 麦克·韦柏 梅根·保罗 诺姆·卡普顿,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,美国,吴宇森,138,动作 科幻 惊悚 犯罪,Face/Off,204,8.4,麦克·韦柏 迈克尔·科拉里,变脸,https://movie.douban.com/subject/1292659/,205885,1997
三上博史 恰拉 伊藤步 江口洋介 许志安 渡部笃郎 山口智子 大塚宁宁 桃井薰 浅野忠信,现实与童话交相辉映的旅程。,日本,岩井俊二,146,剧情 犯罪,スワロウテイル,203,8.6,岩井俊二,燕尾蝶,https://movie.douban.com/subject/1307793/,104934,1996
大卫·李·史密斯 托尼·托德 约翰·比灵斯列 安妮卡·彼得森 阿丽西丝·索普 威廉姆·卡特 理查德·雷西尔 艾伦·克劳福德 Steven Littles Robbie Bryan,科幻真正的魅力不是视觉效果能取代的。 ,美国,理查德·沙因克曼,87,剧情 科幻,The Man from Earth,202,8.5,杰罗姆·比克斯比,这个男人来自地球,https://movie.douban.com/subject/2300586/,169884,2007
凯文·史派西 凯特·温丝莱特 劳拉·琳妮 加布里埃尔·曼 梅丽莎·麦卡西 罗娜·迈特拉,捍卫人权只是信仰，一点不妨碍其行为的残忍。,美国   德国   英国,艾伦·帕克,130,剧情 悬疑 犯罪,The Life of David Gale,225,8.7,查尔斯·伦道夫,大卫·戈尔的一生,https://movie.douban.com/subject/1305725/,85517,2003
简·林奇 约翰·C·赖利 萨拉·西尔弗曼 杰克·麦克布瑞尔 斯戴芬妮·斯考特 贾米·埃曼 艾伦·图代克,迪士尼和皮克斯拿错剧本的产物。,,瑞奇·摩尔,101,喜剧 动画 冒险,Wreck-It Ralph,224,8.6,珍妮弗·李 菲尔·约翰斯顿 瑞奇·摩尔 吉姆·里尔顿 约翰·C·赖利 Sam J. Levine Jared Stern,无敌破坏王,https://movie.douban.com/subject/6534248/,176939,2012
金艺芬 俞承豪 童孝熙 闵京勋 任恩敬,献给所有外婆的电影。,,李廷香,80,剧情 家庭,집으로...,223,9.0,李廷香,爱·回家,https://movie.douban.com/subject/1299361/,45351,2002
陈柏霖 桂纶镁 梁又琳 仇政 明金成 林贤能 黄江丰 是元介 姚元浩 游智炜 翁桂邦 夏绍虞 陈梦萱 1976 (乐团),青春的窃窃私语。 ,,易智言,85,剧情 爱情 同性,藍色大門,222,8.3,易智言,蓝色大门,https://movie.douban.com/subject/1308575/,264664,2002
本尼迪克特·康伯巴奇 凯拉·奈特莉 马修·古迪 罗里·金奈尔 艾伦·里奇 马修·比尔德 查尔斯·丹斯 马克·斯特朗 詹姆斯·诺斯科特 汤姆·古德曼-希尔 史蒂芬·威丁顿 伊兰·古德曼 杰克·塔尔登 埃里克斯·劳瑟 杰克·巴农,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,英国   美国,莫滕·泰杜姆,114,剧情 同性 传记 战争,The Imitation Game,221,8.5,格拉汉姆·摩尔 安德鲁·霍奇斯,模仿游戏,https://movie.douban.com/subject/10463953/,240774,2014
Marius Weyers Sandra Prinsloo 历苏 Louw Verwey Michael Thys,纯净原始的笑与感动。,博茨瓦纳   南非,加美·尤伊斯,109,喜剧,The Gods Must Be Crazy,220,8.6,加美·尤伊斯,上帝也疯狂,https://movie.douban.com/subject/1297478/,92226,1980
汤姆·哈迪 乔尔·埃哲顿 尼克·诺特 詹妮弗·莫里森 弗兰克·格里罗 凯文·杜恩,热血沸腾，相当完美的娱乐拳击大餐。,,加文·欧康诺,140,剧情 家庭 运动,Warrior,219,8.9,加文·欧康诺 Anthony Tambakis,勇士,https://movie.douban.com/subject/3217169/,84203,2011
平采娜·乐维瑟派布恩 马里奥·毛瑞尔 苏达拉·布查蓬 雅尼卡·桑普蕾舞 诺特·阿查拉那·阿瑞亚卫考 皮拉瓦特·赫拉巴特 普特鹏·普罗萨卡·那·萨克那卡林 华森·波克彭,黑小鸭速效美白记。,泰国,普特鹏·普罗萨卡·那·萨克那卡林 华森·波克彭,118,剧情 喜剧 爱情,สิ่งเล็กเล็กที่เรียกว่า...รัก,218,8.3,普特鹏·普罗萨卡·那·萨克那卡林,初恋这件小事,https://movie.douban.com/subject/4739952/,437963,2010
史蒂芬·鲍德温 加布里埃尔·伯恩 本尼西奥·德尔·托罗 凯文·波拉克 凯文·史派西 查兹·帕尔明特瑞 皮特·波斯尔思韦特 苏茜·爱米斯 吉安卡罗·埃斯波西托 丹·哈达亚 保罗·巴特尔 卡尔·布瑞斯勒 菲力浦·西蒙 杰克·希勒 克里斯汀·艾斯布鲁克,我不信仰上帝，但我敬畏上帝。,德国   美国,布莱恩·辛格,106,剧情 悬疑 惊悚 犯罪,The Usual Suspects,217,8.6,克里斯托弗·麦奎里,非常嫌疑犯,https://movie.douban.com/subject/1292214/,110976,1995
布拉德·皮特 梅拉尼·罗兰 克里斯托弗·沃尔兹 伊莱·罗斯 迈克尔·法斯宾德 黛安·克鲁格 丹尼尔·布鲁尔 蒂尔·施威格 哥德昂·布克哈德 雅基·伊多 B·J·诺瓦克 奥玛·杜姆 奥古斯特·迪尔 德尼·梅诺谢 西尔维斯特·格罗特 蕾雅·赛杜,昆汀同学越来越变态了，比北野武还杜琪峰。,美国   德国,昆汀·塔伦蒂诺,153,剧情 犯罪,Inglourious Basterds,216,8.4,昆汀·塔伦蒂诺,无耻混蛋,https://movie.douban.com/subject/1438652/,214210,2009
阿部宽 夏川结衣 江原由希子 高桥和也 田中祥平 野本萤 林凌雅 寺岛进 加藤治子 树木希林 原田芳雄,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,日本,是枝裕和,115,剧情 家庭,歩いても 歩いても,248,8.8,是枝裕和,步履不停,https://movie.douban.com/subject/2222996/,60501,2008
,仪式主义的狂欢，偏执狂的完胜。,美国,大卫·贾柏,,纪录片,Jiro Dreams of Sushi,247,8.8,小野二郎  小野祯一 小野隆 山本益弘,寿司之神,https://movie.douban.com/subject/6146955/,78062,2011
艾米丽·芭尔多尼 莫瑞·史特林 尼古拉斯·布兰登 劳伦·斯卡法莉娅 伊丽莎白·格瑞斯 雨果·阿姆斯特朗 亚历克斯·马努吉安 劳伦·马赫,小成本大魅力。,美国   英国,詹姆斯·沃德·布柯特,89,科幻 悬疑 惊悚,Coherence,246,8.4,詹姆斯·沃德·布柯特 亚历克斯·马努吉安,彗星来的那一夜,https://movie.douban.com/subject/25807345/,159614,2013
布拉德·皮特 汤姆·克鲁斯 克斯汀·邓斯特 克里斯蒂安·史莱特 坦迪·牛顿 安东尼奥·班德拉斯 海伦·麦克洛瑞 罗格·洛伊德-派克 斯蒂芬·瑞 马塞尔·尤勒斯 Bellina Logan 苏珊·林奇 安德鲁·蒂曼 John McConnell 洛尔·玛尔萨克 多美兹亚娜·佐丹奴,弥漫淡淡血腥气的优雅。,美国,尼尔·乔丹,123,剧情 惊悚 奇幻,Interview with the Vampire: The Vampire Chronicles,245,8.3,安妮·莱斯,夜访吸血鬼,https://movie.douban.com/subject/1299327/,189971,1994
宋在浩 李顺载 尹秀晶 金秀美 宋智孝 吴达洙,你要相信，这世上真的有爱存在，不管在什么年纪 ,,秋昌旼,118,剧情 爱情,그대를 사랑합니다,244,9.0,姜草 秋昌旼,我爱你,https://movie.douban.com/subject/5908478/,52628,2011
山姆·洛克威尔 凯文·史派西 多米妮克·麦克艾丽戈特 卡雅·斯考达里奥 本尼迪克特·王 马特·贝里 马尔科姆·斯图尔特 罗宾·查克,2009媲美《第九区》的又一部科幻神作。,英国,邓肯·琼斯,97,剧情 科幻 悬疑,Moon,243,8.5,邓肯·琼斯 内森·帕克,月球,https://movie.douban.com/subject/3073124/,136650,2009
布拉德·皮特 本尼西奥·德尔·托罗 杰森·斯坦森 丹尼斯·法里纳 维尼·琼斯 拉德·舍博德兹加 阿兰·福德 连尼·詹姆斯 艾文·布莱纳 杰森·弗莱明 斯蒂芬·格拉汉姆,典型盖·里奇式的英国黑色幽默黑帮片。,英国   美国,盖·里奇,104,喜剧 犯罪,Snatch,242,8.5,盖·里奇,偷拐抢骗,https://movie.douban.com/subject/1301171/,111365,2000
艾米·波勒 菲利丝·史密斯 理查德·坎德 比尔·哈德尔 刘易斯·布莱克 敏迪·卡灵 凯特林·迪亚斯 戴安·琳恩 凯尔·麦克拉克伦 波拉·庞德斯通 鲍比·莫尼汉 宝拉·佩尔 大卫·戈尔兹 弗兰克·奥兹 乔什·库雷 弗利 约翰·拉岑贝格 卡洛斯·阿拉斯拉奇 皮特·萨加尔 拉什达·琼斯 罗里·艾伦 约翰·齐甘 雪莉·琳恩 拉瑞恩·纽曼 帕丽斯·冯·戴克,愿我们都不用长大，每一座城堡都能永远存在。,,彼特·道格特 罗纳尔多·德尔·卡门,95,喜剧 动画 冒险,Inside Out,241,8.7,彼特·道格特 罗纳尔多·德尔·卡门 梅格·勒福夫 乔什·库雷 迈克尔·阿恩特 西蒙·里奇 鲍勃·彼德森 比尔·哈德尔 艾米·波勒,头脑特工队,https://movie.douban.com/subject/10533913/,207717,2015
凯文·科斯特纳 玛丽·麦克唐纳 格雷厄姆·格林,充满诗意与情怀的史诗作品。 ,美国,凯文·科斯特纳,181,剧情 西部 冒险,Dances with Wolves,240,8.9,迈克尔·布雷克,与狼共舞,https://movie.douban.com/subject/1293764/,54101,1990
马克西姆·戈达尔 瓦莱丽·勒梅西埃 凯德·麦拉德 桑德琳娜·基贝兰 维克托·卡莱斯 樊尚·克洛德 夏尔·瓦扬 本杰明·阿弗蒂 小日尔曼·达米科 达米安·费多尔 维吉尔·蒂拉尔 伊丽莎·欧斯 热拉尔·朱尼奥,四百击的反面。,法国   比利时,洛朗·蒂拉尔,92,喜剧 家庭 儿童,Le petit Nicolas,239,8.6,格雷古瓦·维涅隆 洛朗·蒂拉尔,巴黎淘气帮,https://movie.douban.com/subject/3157605/,101536,2009
汤姆·汉克斯 海伦·亨特 克里斯·诺斯 尼克·西塞,一个人的独角戏。,美国,罗伯特·泽米吉斯,143,剧情 冒险,Cast Away,238,8.5,小威廉·保尔斯,荒岛余生,https://movie.douban.com/subject/1298653/,125954,2000
米歇尔·塞罗尔 柯莱儿·布翁尼许 娜德·蒂约 奥黛丽·玛丽奥 弗朗索瓦·米肖 海伦·伊利 伊蒂格·斯特凡,我们长途跋涉寻找的东西，有可能一直就在身边。 ,法国,费利普·弥勒,85,剧情 喜剧 儿童,Le Papillon,237,8.6,费利普·弥勒,蝴蝶,https://movie.douban.com/subject/1292056/,92395,2002
布丽·拉尔森 雅各布·特伦布莱 琼·艾伦 肖恩·布里吉格斯 威廉姆·H·梅西 梅根·帕克 阿曼达·布鲁盖尔 卡斯·安瓦尔 乔·平格 温迪·古逊 兰道尔·爱德华 杰克·富尔顿 汤姆·麦卡穆斯,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,爱尔兰   加拿大,伦尼·阿伯拉罕森,118,剧情 家庭,Room,236,8.8,艾玛·多诺霍,房间,https://movie.douban.com/subject/25724855/,138277,2015
伊桑·霍克 乌玛·瑟曼 裘德·洛 艾伦·阿金 戈尔·维达尔 山德·贝克利 劳恩·迪恩,一部能引人思考的科幻励志片。,美国,安德鲁·尼科尔,106,剧情 科幻,Gattaca,235,8.7,安德鲁·尼科尔,千钧一发,https://movie.douban.com/subject/1300117/,80040,1997
杰克·尼科尔森 摩根·弗里曼 西恩·海耶斯 贝弗利·陶德 罗伯·莫洛 Alfonso Freeman Verda Bridges 伊恩·安东尼·代尔 诺尔·古格雷米,用剩余不多的时间，去燃烧整个生命。,美国,罗伯·莱纳,97,剧情 喜剧 冒险,The Bucket List,234,8.5,Justin Zackham,遗愿清单,https://movie.douban.com/subject/1867345/,119904,2007
金·凯瑞 凯特·温丝莱特 伊利亚·伍德 克斯汀·邓斯特 汤姆斯·杰·瑞恩 马克·鲁弗洛 简·亚当斯 大卫·克罗斯 汤姆·威尔金森 Amir Ali Said Brian Price Paulie Litt,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。,,米歇尔·贡德里,108,剧情 爱情 奇幻,Eternal Sunshine of the Spotless Mind,233,8.4,查理·考夫曼 米歇尔·贡德里 皮埃尔·比斯毛特,暖暖内含光,https://movie.douban.com/subject/1308777/,138405,2004
郭涛 刘桦 连晋 黄渤 徐峥 优恵 罗兰  王迅,中国版《两杆大烟枪》。,中国大陆   香港,宁浩,106,喜剧 犯罪,,232,8.2,张承 宁浩 优恵,疯狂的石头,https://movie.douban.com/subject/1862151/,295192,2006
吴镇宇 任达华 黄秋生 吕颂贤 张耀扬 林雪 王天林 施绮莲 高雄,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,香港,杜琪峰,84,剧情 动作 犯罪,鎗火,231,8.6,游乃海,枪火,https://movie.douban.com/subject/1300741/,94265,1999
李晋纬 林海峰 吴君如 黄秋生 Buxx Banner,麦兜是一只很哲学的猪。 ,香港,袁建滔,75,剧情 喜剧 动画,麥兜故事,230,8.5,谢立文 麦家碧,麦兜故事,https://movie.douban.com/subject/1302476/,122417,2001
格伦·汉塞德 玛可塔·伊尔格洛娃,有些幸福无关爱情。,,约翰·卡尼,85,剧情 爱情 音乐,Once,229,8.3,约翰·卡尼,曾经,https://movie.douban.com/subject/2053515/,196043,2007
科林·费尔斯 杰弗里·拉什 海伦娜·伯翰·卡特 盖·皮尔斯 迈克尔·刚本 蒂莫西·斯波 詹妮弗·艾莉 德里克·雅各比 安东尼·安德鲁斯 克莱尔·布鲁姆,皇上无话儿。,英国   澳大利亚   美国,汤姆·霍珀,118,剧情 传记 历史,The King's Speech,228,8.3,大卫·塞德勒,国王的演讲,https://movie.douban.com/subject/4023638/,323178,2010
伊桑·霍克 朱莉·德尔佩 肖姆斯·戴维-菲茨帕特里克 詹妮弗·普里尔 夏洛特·普里尔,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,,理查德·林克莱特,109,剧情 爱情,Before Midnight,227,8.8,理查德·林克莱特 伊桑·霍克 朱莉·德尔佩,爱在午夜降临前,https://movie.douban.com/subject/10808442/,108713,2013
莱昂纳多·迪卡普里奥 詹妮弗·康纳利 杰曼·翰苏 大卫·哈雷伍德 阿诺德·沃斯洛,每个美丽事物背后都是滴血的现实。,美国   德国,爱德华·兹威克,143,剧情 惊悚 冒险,Blood Diamond,226,8.5,查尔斯·里维特,血钻,https://movie.douban.com/subject/1428175/,123751,2006
娜奥米·沃茨 劳拉·哈灵 安·米勒 贾斯汀·塞洛克斯 斯科特·科菲 梅利莎·乔治 布兰特·布里斯科 罗伯特·福斯特 凯瑟琳·汤 李·格兰特 比利·雷·赛勒斯 查德·艾微特 丽塔·塔格特 詹姆斯·凯伦 洛里·海瑞 安琪洛·巴达拉曼提 迈克尔·德·巴雷斯 马库斯·格雷厄姆 丹·哈达亚 马克·佩雷格里诺 蒙蒂·蒙特格美里 迈克尔·J·安德森,大卫·林奇的梦境迷宫。,法国   美国,大卫·林奇,147,剧情 悬疑 惊悚,Mulholland Dr.,215,8.3,大卫·林奇,穆赫兰道,https://movie.douban.com/subject/1292217/,224780,2001
詹姆斯·沃克 特里特·威廉斯 多米尼克·斯科特·凯伊 莎拉·德鲁 凯瑟琳·约克 乔·克里斯特 帕翠西亚·希顿 约翰尼·帕卡 Charles Henry Wyson Charlie Finn,乐观比一切都有力量。,美国,彼得·维纳,95,剧情 传记,Front of the Class,214,8.6,托马斯·瑞克曼,叫我第一名,https://movie.douban.com/subject/4798888/,104550,2008
查理·卓别林 弗吉尼亚·切瑞尔 佛罗伦斯·李 亨利·伯格曼 珍·哈露,永远的小人物，伟大的卓别林。,美国,查理·卓别林,87,剧情 喜剧 爱情,City Lights,213,9.2,查理·卓别林 Harry Clive Harry Crocker,城市之光,https://movie.douban.com/subject/1293908/,41024,1931
凯文·史派西 安妮特·贝宁 索拉·伯奇 米娜·苏瓦丽 克里斯·库珀 韦斯·本特利 彼得·盖勒 艾莉森·珍妮 斯科特·巴库拉 山姆·洛巴兹 巴里·德尔·舍曼,每个人的内心都是深不可测的大海。 ,,萨姆·门德斯,122,剧情 家庭,American Beauty,212,8.4,艾伦·鲍尔,美国丽人,https://movie.douban.com/subject/1292062/,177103,1999
基努·里维斯 劳伦斯·菲什伯恩 凯瑞-安·莫斯 莫妮卡·贝鲁奇 凯特·宾汉 雨果·维文 贾达·萍克·史密斯 邹兆龙 朗贝尔·维尔森,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,美国   澳大利亚,莉莉·沃卓斯基 拉娜·沃卓斯基,129,动作 科幻,The Matrix Revolutions,211,8.5,莉莉·沃卓斯基 拉娜·沃卓斯基,黑客帝国3：矩阵革命,https://movie.douban.com/subject/1302467/,147797,2003
马尔科姆·麦克道威尔 帕特里克·马基 迈克尔·贝茨 沃伦·克拉克 约翰·克莱夫,我完全康复了。,英国   美国,斯坦利·库布里克,136,剧情 科幻 犯罪,A Clockwork Orange,210,8.4,斯坦利·库布里克 安东尼·伯吉斯,发条橙,https://movie.douban.com/subject/1292233/,179022,1971
克林特·伊斯特伍德 埃里·瓦拉赫 李·范·克里夫 阿尔多·久弗瑞 路易吉·皮斯蒂利,最棒的西部片。,意大利   西班牙   西德,赛尔乔·莱翁内,161,西部 冒险,"Il buono, il brutto, il cattivo.",209,9.1,阿杰诺雷·因克罗奇 富里奥·斯卡佩利 卢恰诺·温琴佐尼 赛尔乔·莱翁内,黄金三镖客,https://movie.douban.com/subject/1401118/,48935,1966
张曼玉 林青霞 梁家辉 甄子丹 熊欣欣 刘洵 任世官 吴启华 袁祥仁 徐锦江 魏忠威 郑希怡 王彤川,嬉笑怒骂，调风动月。,香港   中国大陆,李惠民,88,剧情 动作 武侠 古装,新龍門客棧,208,8.4,徐克 张炭 何冀平,新龙门客栈,https://movie.douban.com/subject/1292287/,174432,1992
梁正晖 邱岳峰 毕克 富润生 尚华 于鼎,想你时你在闹海。,中国大陆,严定宪 王树忱 徐景达,65,动画 奇幻 冒险,,201,8.8,王树忱,哪吒闹海,https://movie.douban.com/subject/1307315/,75782,1979
